5575,52,amex_01a.xml,53,caller,on the 14th. right ,14 일. 맞아,acknowledge,none
5576,53,amex_01a.xml,54,agent,at what time ,몇시?,reqInfo,time
5577,54,amex_01a.xml,55,caller,um nan. late afternoon evening ,음. 늦은 오후의 저녁,elab,time
5578,55,amex_01a.xml,56,agent,United has a 3:45 non-stop that arrives San Francisco 6:03. or they have a five p m that arrives 7:18. ,유나이티드는 샌프란시스코 도착 6시 3 분에 논스톱 3시 45 분을 가지고 있습니다. 또는 그들은 7시 18 분에 도착하는 5 피의 m을가집니다.,state,number-arrival
5579,56,amex_01a.xml,57,caller,what's the next flight earlier than the the uh one that arrives? ,도착한 비행기보다 이전 비행기가 뭐야?,reqInfo,number-time-arrival
5580,57,amex_01a.xml,58,agent,there's a 2:50 on American that arrives San Francisco 5:25 or a 1 o'clock on United that arrives San Francisco 3:14. ,San Francisco 5:14에 도착한 미국인에게 2시 50 분 또는 United 샌프란시스코에 도착한 1시에 3:14가 있습니다.,answer-state,enum-location_US-arrival-time-airline
5581,58,amex_01a.xml,59,caller,i think i'm going to do the 1 p m thing. ,나는 1 p m 일을 할 것이라고 생각한다.,stateIntent,enum
5582,59,amex_01a.xml,60,agent,ok. that would be United. ,예. 그것은 유나이티드가 될 것입니다.,predict,airline
5583,60,amex_01a.xml,61,caller,let me let me let me beg your pardon here for a second. i want to pull a map. do you have any distances easily available in your computer there ,여기서 잠시 너를 용서하게 해달라. 나는지도를 가져 가고 싶다. 거기에 컴퓨터에서 쉽게 사용할 수있는 거리가 있습니까?,reqInfo,availability-location
5584,61,amex_01a.xml,62,agent,um just air mileage. actually where were you thinking of from? ,"음, 그냥 주행 거리 야. 실제로 어디에서 생각하고 있었습니까?",reqInfo,none
5585,62,amex_01a.xml,63,caller,"well i want, i've got, i think it's either two or three hundred miles that i have to drive if i'm going to come into ORD. ","글쎄, 나는 내가 가지고 있다고 생각한다. 나는 그것이 내가 ORD에 들어갈 수 있다면 내가 몰아야 할 2 백 킬로미터 중 하나라고 생각한다.",answer-expressOpinion,number
5586,63,amex_01a.xml,64,agent,from Springfield? ,스프링 필드에서?,reqInfo,location_US-from
5587,64,amex_01a.xml,65,caller,uh well no. it's a different town. but it's very very close to that. ,"어, 아니. 그것은 다른 도시입니다. 하지만 그 일은 아주 가깝습니다.",elab-state,none
5588,65,amex_01a.xml,66,agent,"let me, eh eh a 175 airmiles from Springfield to Chicago. ",스프링 필드에서 시카고까지 175 개의 항공기를 보냅시다.,refer,location_US-to-number-from
5589,66,amex_01a.xml,67,caller,all right. i've got my auto club map. ,예. 내 오토 클럽지도가있어.,state,none
5590,67,amex_01a.xml,68,agent,"if you have yeah. that's probably better it would give you the, ","네가 가진다면. 그게 아마 당신에게 줄 것입니다,",predict-abandon,none
5591,68,amex_01a.xml,69,caller,"all right. let me, what have i got i've got about 250 miles. that's 5 hours of driving i want to book the um i want to book the 3 what is it 3 p m or so United flight out of Chicago. ",예. 내게 내가 뭘 얻었는지 내가 약 250 마일있다. 그것은 5 시간의 운전이다 나는 내가 예약하고 싶어하는 음을 예약하고 싶다. 내가 시카고에서 3 킬로미터 정도 떨어져있는 유나이티드 항공편이다.,stateIntent,enum-location_US-airline
5592,69,amex_01a.xml,70,agent,"ok that would be United f..., it leaves at 3:45. United flight 1 2 0 9. ","알았어, 유나이티드가 될거야, 3시 45 분에 출발한다. 유나이티드 항공 1 2 0 9.",refer,enum-airline
5593,70,amex_01a.xml,71,caller,United 1 2 0 9. and it leaves at 3. ,유나이티드 1 2 0 9. 그리고 3시에 출발합니다.,state,time
5594,71,amex_01a.xml,72,agent,3:45. and arrives San Francisco 6:03. ,3:45. 샌프란시스코 도착 6시 3 분.,state,location_US-arrival
5595,72,amex_01a.xml,73,caller,"and, ","과,",abandon,none
5596,73,amex_01a.xml,74,agent,you want me to price this and see what we get for the lowest available fare? just one moment. ,너는 내가이 가격을 책정하고 우리가 최저 운임으로 얻는 것을보기를 원합니 까? 단지 한 순간.,hold,number
5597,74,amex_01a.xml,75,caller,"all right this is two weeks in advance. so it should be, ","좋습니다. 2 주 전입니다. 그래서,",predict-abandon,none
5598,75,amex_01a.xml,76,agent,yeah. and you are staying over a Saturday night. so we should be able to do something here uh it's taking a moment. not sure why. ok i can send your United number to Hertz. also um i'm just looking at this fare we got back. the lowest available would be 600 and 60 dollars round trip. that is completely non-refundable. and the last day to issue the ticket would be today because it has a fourteen day advance purchase. ,네. 토요일 밤에 머물고있어. 그래서 우리는 여기서 뭔가를 할 수 있어야합니다. 왜 그런지 모르겠다. 알겠습니다. 유나이티드 번호를 헤르쯔로 보낼 수 있습니다. 또한 우린 그냥이 운임을보고있어. 최저가는 왕복 600 ~ 60 달러가 될 것입니다. 그것은 환불되지 않습니다. 티켓을 발급하는 마지막 날은 14 일 사전 구매가 있기 때문에 오늘이됩니다.,predict,day-duration
5599,76,amex_01a.xml,77,caller,so that is that is the discounted fare then? ,그래서 그건 할인 된 요금입니까?,reqInfo,none
5600,77,amex_01a.xml,78,agent,yes. and that's that's the the lowest. ,예. 그게 가장 낮습니다.,elab-state,none
5601,78,amex_01a.xml,79,caller,ok. ,예.,acknowledge,none
5602,79,amex_01a.xml,80,agent,we would have to issue the ticket today. and it would be completely non-refundable. ,우리는 오늘 표를 발행해야 할 것입니다. 그것은 환불되지 않습니다.,state,none
5603,80,amex_01a.xml,81,caller,aha. ,아하.,acknowledge,none
5604,81,amex_01a.xml,82,agent,"and if you want to go with that, or we could look at er er portions of your trip going to change, or would you like to look at a fare that has a... ","만약 당신이 그걸 가지고 가고 싶다면, 아니면 당신의 여행의 일부분이 바뀌는 것을 보거나, 당신이 가지고있는 운임을보고 싶다면 ...",reqDirect-abandon,time
5605,82,amex_01a.xml,83,caller,"well barring some major catastrophe, no. it won't change. ",어떤 주요 재앙을 막을 수 있습니다. 그것은 변하지 않을 것이다.,state,none
5606,83,amex_01a.xml,84,agent,so would you like me to go ahead and set this up to ticket today ,오늘 나 한테 티켓을달라고 해줘.,reqDirect,day
5607,84,amex_01a.xml,85,caller,yes. ,예.,direct-acknowledge,none
5608,85,amex_01a.xml,86,agent,"ok and, ",알았어.,abandon,none
5609,86,amex_01a.xml,87,caller,i've i've always wondered if i get bumped on one of these legs because i am flying two different airlines. is that going to foul up my ticketing? ,저는 두 개의 다른 항공사를 타고 있기 때문에 항상이 다리 중 하나에 부딪히는 지 궁금해했습니다. 내 발권을 망칠거야?,reqInfo,none
5610,87,amex_01a.xml,88,agent,no. if if for for their reasons you mean they... ,아니. 만약 당신이 그 이유 때문에 ...,reqConfirm-abandon,none
5611,88,amex_01a.xml,89,caller,say American Airlines ,아메리칸 항공,stateCondition,none
5612,89,amex_01a.xml,90,agent,oversold the flight or something? ,비행이나 무언가를 과도하게 팔아요?,reqConfirm,none
5613,90,amex_01a.xml,91,caller,"American Eagle or whoever it is bumps me off a flight, is United going to penalize me ",아메리칸이 글이나 비행기에서 떨어지는 사람이라면 유나이티드가 나에게 벌칙을 부과 할 것입니다.,reqInfo,airline
5614,91,amex_01a.xml,92,agent,no. ,아니.,answer-negate,none
5615,92,amex_01a.xml,93,caller,ok. ok. that's real fine. ,예. 예. 그게 진짜야.,approve,none
5616,93,amex_01a.xml,94,agent,all righty ,모든 맞아,init,none
5617,94,amex_01a.xml,95,caller,all right. thank you very much ,예. 대단히 감사합니다.,thank,none
5618,95,amex_01a.xml,96,agent,thanks ok bye bye ,고마워. 안녕 안녕.,bye,none
2476,0,amex_01b.xml,1,agent,um is this going to be business or personal? ,사업이나 개인이 될 것입니까?,reqInfo,none
2477,1,amex_01b.xml,2,caller,this is business. and uh... ,이것은 사업입니다. 그리고 어 ...,elab-abandon,none
2478,2,amex_01b.xml,3,agent,and what date did you want to leave? ,그리고 언제 데이트하고 싶습니까?,reqDirect,date
2479,3,amex_01b.xml,4,caller,i'm going to be leaving May 1st. ,나는 5 월 1 일을 떠날거야.,direct-stateIntent,month
2480,4,amex_01b.xml,5,agent,from San Jose or San Francisco ,산호세 또는 샌프란시스코에서,reqInfo,location_US-from
2481,5,amex_01b.xml,6,caller,"uh it looks like San Jose. tell you what i what i need. i have an appointment Monday afternoon at San Bernadino. and uh i have appointments on Tuesday um in the City Commerce and in the Santa Ana areas. so, ","샌 호세처럼 보입니다. 내가 무엇을 필요로하는지 말해. 월요일 오후 샌 버나 디노에서 약속이 있어요. 화요일에시 상업부와 산타 아나 지역에 약속이 있습니다. 그래서,",init,none
2482,6,amex_01b.xml,7,agent,mhm. ,mhm.,acknowledge,none
2483,7,amex_01b.xml,8,caller,"it looks like probably the best connections are to go out to Ontario and to come back by way of Orange County. i don't know, if you split that up, whether that's gonna... ","온타리오 주에 나가서 오렌지 카운티를 경유하여 다시 돌아 오는 것이 가장 좋은 연결 일 것 같습니다. 모르겠어, 네가 나눠 주면 그게 ...",reqInfo-abandon,none
2484,8,amex_01b.xml,9,agent,"it won't. it really won't affect the cost. um except that if we issue the ticket today, we can get you a seven day advance purchase. that's gonna be two fifty eight round trip instead of two ninety. ",그렇지 않을 것이다. 정말 비용에 영향을주지 않습니다. 오늘 티켓을 발급하면 7 일 동안 미리 구매할 수 있습니다. 그건 두 번 왕복 대신 두 번 왕복이 될거야.,predict,number
2485,9,amex_01b.xml,10,caller,mhm. ,mhm.,acknowledge,none
2486,10,amex_01b.xml,11,agent,"but uh otherwise, un... unless you're staying over a Saturday night? ","하지만 그렇지 않으면, 토요일 밤에 머물러 있지 않다면 요?",reqInfo,day
2487,11,amex_01b.xml,12,caller,unfortunately no. i ,불행하게도. 나는,elab,none
2488,12,amex_01b.xml,13,agent,ok. and what time do you need to be in San Bernadino by ,예. 샌 버나 디노에 몇시에 있어야합니까?,reqInfo,time
2489,13,amex_01b.xml,14,caller,"i need to uh... well, my appointment is at 2 o'clock. so it looks like i... i just looked at the airline guide. it looks like there are two American Airlines flights out of San Jose. ah one's at 9:50. gets in around 11:02. and the other 9:25. it gets in at ten thirty. ","음, 내 약속은 2시에 있습니다. 그래서 나는 .. 나는 단지 비행기 가이드를 보았다. 산호세에서 2 개의 아메리칸 항공 항공편이있는 것 같습니다. 아 9:50 분. 11시 2 분경에 도착합니다. 다른 9:25. 10시 30 분에 도착합니다.",state,number-time
2490,14,amex_01b.xml,15,agent,that's on Alaska. ,알래스카에 있어요.,state,district_US
2491,15,amex_01b.xml,16,caller,is that Alaska ,알래스카,reqConfirm,district_US
2492,16,amex_01b.xml,17,agent,yeah. ,네.,confirm-acknowledge,none
2493,17,amex_01b.xml,18,caller,ah both of them ,둘 다,reqInfo,none
2494,18,amex_01b.xml,19,agent,no. American is the 9:50 flight. ,아니. 미국인은 9:50 편입니다.,answer-state,enum
2495,19,amex_01b.xml,20,caller,9:50 is American. aha. are there price differences depending on... ,9:50은 미국인입니다. 아하. 에 따라 가격 차이가 있습니까?,reqInfo-abandon,location
2496,20,amex_01b.xml,21,agent,no. it would be the same airfare. it's just up to you which time would be better or if you have a preference to airlines. ,"아니. 그것은 동일한 항공료가 될 것입니다. 그것은 당신에게 달렸습니다. 어느 때가 더 좋을지, 아니면 당신이 항공사를 선호하는지.",elab-stateOpt,time
2497,21,amex_01b.xml,22,caller,"they're both in the middle of the morning. so, ","그들은 둘 다 아침 중간에 있습니다. 그래서,",init,none
2498,22,amex_01b.xml,23,agent,yeah. ,네.,acknowledge,none
2499,23,amex_01b.xml,24,caller,equally non-productive. uh ,똑같이 비생산적이다. 어.,hesitate,none
2500,24,amex_01b.xml,25,agent,it shouldn't be ba... too bad traffic-wise. ,그것은 바가되어서는 안됩니다 ... 너무 교통량이 좋지 ​​않습니다.,predict,none
2501,25,amex_01b.xml,26,caller,yeah. i guess Alaska has a snack on it and American doesn't. um ,네. 나는 알래스카가 그것에 간식을 먹었고 미국인은 그렇지 않다고 생각한다. 음,hesitate,none
2502,26,amex_01b.xml,27,agent,would you rather fly on the Alaska flight ,알래스카 항공편으로 비행 하시겠습니까?,reqDirect,district_US
2503,27,amex_01b.xml,28,caller,well p... p... put me on the American. that's a little later. that's the 9:50 you say ,잘 ... 피 ... 나를 미국인이되게 해. 그건 좀 늦었 어. 당신이 말하는 9시 50 분이에요.,reqConfirm,enum
2504,28,amex_01b.xml,29,agent,aha. ,아하.,confirm-acknowledge,none
2505,29,amex_01b.xml,30,caller,yeah. put me on the American flight. ,네. 나를 미국 비행기에 태워 라.,direct,none
2506,30,amex_01b.xml,31,agent,"ok. that's flight 14 13, and it leaves San Jose 9:50 a m. ",예. 그것은 14시 13 분 비행이며 산호세는 9시 50 분에 출발합니다.,state,location_US-enum-location_int-arrival
2507,31,amex_01b.xml,32,caller,"11:02, ok. ",11시 2 분.,acknowledge,none
2508,32,amex_01b.xml,33,agent,ok. and then what date would you be returning ,예. 그리고 나서 당신은 어떤 날짜로 돌아갈 것입니까?,reqInfo,date
2509,33,amex_01b.xml,34,caller,be returning on the 2nd. ,2 일에 돌아올거야.,answer-state,none
2510,34,amex_01b.xml,35,agent,at what time ,taxi,reqInfo,time
2511,35,amex_01b.xml,36,caller,and uh my last appointment is again 2 o'clock in the afternoon. i would imagine we could depart around 5. 5 or 6. ,"그리고 마지막 약속은 오후 2시에 다시 있습니다. 나는 우리가 5, 5 또는 6 주위를 떠날 수 있다고 상상할 것이다.",elab-refer,enum
2512,36,amex_01b.xml,37,agent,and you wanted to leave from Orange County correct ,당신은 오렌지 카운티에서 출발하기를 원했습니다.,reqConfirm,location_US-from
2513,37,amex_01b.xml,38,caller,i think so. yeah. the appointment's going to be right near Orange County. ,나도 그렇게 생각해. 네. 약속은 오렌지 카운티 근처에있을거야.,predict,location_US
2514,38,amex_01b.xml,39,agent,ok. American has a 5 p m flight. ,예. 미국인은 비행 거리가 5 피트입니다.,stateOpt,enum
2515,39,amex_01b.xml,40,caller,that sounds... ,그 소리 들었어.,abandon,none
2516,40,amex_01b.xml,41,agent,or they have a 6 p m. ,또는 그들은 6 p m입니다.,stateOpt,enum
2517,41,amex_01b.xml,42,caller,the 14 96 is the 5 right? ,14 96은 5 맞아입니까?,reqConfirm,enum
2518,42,amex_01b.xml,43,agent,aha. ,아하.,confirm-acknowledge,none
2519,43,amex_01b.xml,44,caller,um yeah. i'd almost i'd almost say uh the 5 ought to be able to do it. um ,음. 그래. 나는 거의 그것을 할 수 있어야한다고 거의 말할 것입니다. 음,hesitate,none
2520,44,amex_01b.xml,45,agent,the only... um let me just go ahead and price this and double check. but yeah. you would be eligible for the 2 58 fare. but the ticket would need to be issued today. ,"유일하게 ... 음, 그냥 가서 가격을 확인하고 두 번 확인해 보자. 하지만 그래. 당신은 2 58 요금을받을 수 있습니다. 티켓은 오늘 발급 받아야합니다.",stateConstraint,day
2521,45,amex_01b.xml,46,caller,mhm. ,mhm.,acknowledge,none
2522,46,amex_01b.xml,47,agent,"so if you want to change that return, you'd have to give me a call by this afternoon. or unless you wanted to go with the fare that had no penalty, which would be 2 96, ","그 수익을 바꾸려면 오늘 오후까지 전화를해야합니다. 또는 벌금이없는 운임으로 가고 싶지 않은 경우 2 96,",state,enum
2523,47,amex_01b.xml,48,caller,"ok. in other words, if i change the return, then i'm... ","예. 다른 말로하면, 내가 수익을 바꾼다면 나는 ...",abandon,none
2524,48,amex_01b.xml,49,agent,you need to do so by by this afternoon. ,오늘 오후까지 그렇게해야합니다.,stateConstraint,time
2525,49,amex_01b.xml,50,caller,"ok. it's not something that i could... uh if i if i changed en route er while i was there, that would be a penalty? ",예. 내가 그곳에있는 동안 길을 갈아 입으면 벌칙이 될 수 있단 말이야?,reqInfo,none
2526,50,amex_01b.xml,51,agent,yo... yeah. then it would be a 25 percent penalty. ,요 ... 그래. 25 %의 벌칙이 될 것입니다.,elab-state,enum
2527,51,amex_01b.xml,52,caller,"yeah. i i suspect that uh i suspect the uh 5 o'clock is ok. but maybe to be on the safe side, we better do the 6. ","네. 나는 어쩌면 5 시가 괜찮은지 의심 스럽다. 그러나 아마 안전한쪽에 있기 위해, 우리는 6를 잘한다.",suggest,none
2528,52,amex_01b.xml,53,agent,ok. ,예.,acknowledge,none
2529,53,amex_01b.xml,54,caller,"if we wind up having a productive meeting, i'd hate to have to push it short for 25 percent penalty included. ",우리가 생산적인 회의를 가질 경우 25 %의 벌금을 내야한다.,expressOpinion,enum
2530,54,amex_01b.xml,55,agent,yeah. tha... that's true. ,네. 그게 사실이야.,agree,none
2531,55,amex_01b.xml,56,caller,aha. ,아하.,acknowledge,none
2532,56,amex_01b.xml,57,agent,ok. i can confirm you on the 6 o'clock flight. which is flight 3 6 2. so do you want to go ahead with the 6 p m departure then ,예. 나는 6시 방향으로 당신을 확인할 수 있습니다. 그것은 3 6 6 번 항공편입니다. 그러면 6 pm 출발을 원하십니까?,reqDirect,enum
2533,57,amex_01b.xml,58,caller,i believe so. yes. ,나는 그렇게 믿는다. 예.,accept,none
2534,58,amex_01b.xml,59,agent,ok. and we want to go ahead with the 258 dollar fare that has the 25... ,예. 우리는 258 달러짜리 258 달러 요금을 계속 내고 싶습니다 ...,reqConfirm-abandon,number-enum
2535,59,amex_01b.xml,60,caller,"if that's the best we can do what... just for curiosity, if you stayed over Saturday? what are the rates ",그것이 우리가 할 수있는 최선의 것이면 ... 토요일에 머물렀다면 호기심을 위해서일까요? 요금이란 무엇인가?,reqInfo,none
2536,60,amex_01b.xml,61,agent,well. we could get it down to a 124 dollars round trip. ,잘. 우리는 그것을 124 달러의 왕복 여행에 사용할 수 있었다.,answer-expressPossibility,enum
2537,61,amex_01b.xml,62,caller,"round trip, ok nan ","왕복, 난 예.",refer,none
2538,62,amex_01b.xml,63,agent,but that w... but that would be completely non-refundable. ,그러나 그것은 w ... 그러나 그것은 완전히 환불되지 않을 것입니다.,predict,none
2539,63,amex_01b.xml,64,caller,no no changes? ,아니 변화 없음?,reqInfo,none
2540,64,amex_01b.xml,65,agent,"yeah. no changes on a a... if if worst... now, the only thing is that i do need to have the um charge number and the travel advance before we can issue the ticket today. ","네. a ...에 관한 어떤 변경이라도. .. 최악의 경우. .. 지금, 우리가 오늘 표를 발행하기 전에 나는 음과 요금과 여행 사전을 가질 필요가있다.",stateConstraint,number-time-day
2541,65,amex_01b.xml,66,caller,ah thank you so much. ,아 정말 고마워.,thank,none
2542,66,amex_01b.xml,67,agent,ok. thanks. ,예. 감사.,thank,none
2543,67,amex_01b.xml,68,caller,bye bye. ,안녕.,bye,none
1272,0,amex_03_a.xml,1,agent,American Express A speaking. ,American Express A 말하기.,identifySelf,none
1273,1,amex_03_a.xml,2,caller,yes um hello i'm B with WWW. and i'd like to make some travel arrangements. ,"네, 전 WWW와 B입니다. 나는 여행 준비를하고 싶습니다.",stateIntent,none
1274,2,amex_03_a.xml,3,agent,okay and what day did you wish to travel? ,"좋아요, 여행을 원하는 날은 언제입니까?",reqDirect,day
1275,3,amex_03_a.xml,4,caller,this is um May 12th. ,5 월 12 일입니다.,direct-state,month
1276,4,amex_03_a.xml,5,agent,out of San Francisco? ,샌프란시스코에서?,reqInfo,location_US
1277,5,amex_03_a.xml,6,caller,out of San Francisco. ,샌프란시스코에서.,answer-state,location_US
1278,6,amex_03_a.xml,7,agent,and going where? ,그리고 어디 가려고?,reqInfo,none
