filename,dialog_num,turn_num,line_num,speaker,message,punct,sent_type,speech_act,topic
amex_09_c.xml,0,26,59,agent_A,ok,none,dm,acknowledge,none
amex_09_c.xml,0,27,60,caller,i'll just keep the rent a car that i'll have for personal reasons uh for that weekend,stop,decl,stateIntent,none
amex_09_c.xml,0,28,61,agent_A,ok,none,dm,acknowledge,none
amex_09_c.xml,0,29,62,caller,um,none,dm,hesitate,none
amex_09_c.xml,0,30,63,agent_A,so,none,dm,init,none
amex_09_c.xml,0,30,64,agent_A,on the 20th,none,frag,refer,none
amex_09_c.xml,0,30,65,agent_A,you want me to look at the return,query,decl,reqConfirm,none
amex_09_c.xml,0,31,66,caller,that's wonderful,level,dm,confirm-approve,none
amex_09_c.xml,0,31,67,caller,so what it boils down to is just one flight getting out of there,query,decl,reqConfirm,number-location
amex_09_c.xml,0,32,68,agent_A,ok,none,dm,confirm-acknowledge,none
amex_09_c.xml,0,32,69,agent_A,on the 20,stop,frag,elab-refer,none
amex_09_c.xml,0,33,70,caller,uh now,none,dm,init,none
amex_09_c.xml,0,33,71,caller,it wi... will be near the John Wayne Airport i guess,none,decl,predictPossibility,airport_US-location
amex_09_c.xml,0,33,72,caller,it i... it is John Wayne in Irvine isn't it,query,decl,reqConfirm,airport_US-location_US
amex_09_c.xml,0,34,73,agent_A,yes,none,yes,confirm-acknowledge,none
amex_09_c.xml,0,34,74,agent_A,yes,none,yes,elab-acknowledge,none
amex_09_c.xml,0,34,75,agent_A,it is,stop,decl,elab-state,none
amex_09_c.xml,0,35,76,caller,and um and um as far as i can see,level,frag,refer,none
amex_09_c.xml,0,35,77,caller,we're going to have a pretty full day meeting on the on Tuesday the 20th,stop,decl,predict,day
amex_09_c.xml,0,35,78,caller,uh,none,dm,hesitate,none
amex_09_c.xml,0,35,79,caller,i think i ought to be looking at a flight out of there perhaps no earlier than round about 7 o'clock,stop,decl,expressOpinion,time-location-enum
amex_09_c.xml,0,36,80,agent_A,ok,none,dm,acknowledge,none
amex_09_c.xml,0,36,81,agent_A,is this going back to,query,q-yn,reqInfo-abandon,none
amex_09_c.xml,0,37,82,caller,back to back to San Francisco,stop,frag,answer-complete,to-location_US
amex_09_c.xml,0,38,83,agent_A,to San Francisco,query,frag,echo-reqConfirm,to-location_US
amex_09_c.xml,0,39,84,caller,yeah,none,yes,confirm-acknowledge,none
amex_09_c.xml,0,40,85,agent_A,excuse me,none,imp,apologise,none
amex_09_c.xml,0,40,86,agent_A,there's an American flight at 7:30,stop,decl,state,time
amex_09_c.xml,0,41,87,caller,oh,none,dm,exclaim,none
amex_09_c.xml,0,41,88,caller,no,none,no,negate,none
amex_09_c.xml,0,41,89,caller,i was going to say that if i had my choice i'd pick American simply because i've got the uh advantage,stop,decl,state,none
amex_09_c.xml,0,42,90,agent_A,mhm,none,dm,acknowledge,none
amex_09_c.xml,0,43,91,caller,i i'm sorry,none,decl,apologise,none
amex_09_c.xml,0,43,92,caller,i my enthusiasm,incomplete,frag,abandon,none
amex_09_c.xml,0,44,93,agent_A,yeah,none,yes,acknowledge,none
amex_09_c.xml,0,44,94,agent_A,yeah,none,yes,acknowledge,none
amex_09_c.xml,0,44,95,agent_A,the um,none,frag,refer-abandon,none
amex_09_c.xml,0,44,96,agent_A,let me see here,level,dm,hold,none
amex_09_c.xml,0,44,97,agent_A,we've got you on American flight 9 3 0 8,stop,decl,state,enum
amex_09_c.xml,0,45,98,caller,yep,none,yes,acknowledge,none
amex_09_c.xml,0,46,99,agent_A,leaving on the20th of June out of Orange County John Wayne Airport at 7:30 p m,stop,frag,state,airport_US-location_US-location-time-month-date-enum
amex_09_c.xml,0,47,100,caller,7:30,stop,frag,echo-state,none
amex_09_c.xml,0,48,101,agent_A,and into uh San Francisco at 8:57,stop,frag,refer,location_US-time
amex_09_c.xml,0,49,102,caller,that sounds great,stop,dm,approve,none
amex_09_c.xml,0,50,103,agent_A,ok,none,dm,acknowledge,none
amex_09_c.xml,0,50,104,agent_A,and that is 99 dollars one way,stop,decl,state,number-enum
amex_09_c.xml,0,51,105,caller,and uh i think that's going to do it those two ho... hotel reservations and and the one flight,stop,decl,predictPossibility,number
amex_09_c.xml,0,52,106,agent_A,you're all set then,stop,decl,state,none
amex_09_c.xml,0,53,107,caller,ok,none,dm,acknowledge,none
amex_09_c.xml,0,53,108,caller,fine,none,dm,approve,none
amex_09_c.xml,0,53,109,caller,thank you very much for your help,stop,decl,thank,none
amex_09_c.xml,0,54,110,agent_A,you're quite welcome,stop,decl,state,none
amex_09_c.xml,0,55,111,caller,have a good weekend,stop,imp,bye,none
amex_09_c.xml,0,56,112,agent_A,you too,stop,frag,refer,none
amex_09_c.xml,0,57,113,caller,bye,none,frag,bye,none
amex_09_c.xml,0,58,114,agent_A,bye now,none,frag,echo-bye,none
amex_16f.xml,1,1,1,agent_A,ok,none,dm,acknowledge,none
amex_16f.xml,1,1,2,agent_A,um,none,dm,hesitate,none
amex_16f.xml,1,1,3,agent_A,between 8:50,none,frag,refer,none
amex_16f.xml,1,1,4,agent_A,there is not an American flight,stop,decl,state,none
amex_16f.xml,1,1,5,agent_A,there's an Alaska Air flight at 10:15,stop,decl,state,time-district_US
amex_16f.xml,1,2,6,caller,Alaska Air,stop,frag,echo-refer,district_US
amex_16f.xml,1,3,7,agent_A,it gets into Seattle at 12:15,stop,decl,state,location_US-time
amex_16f.xml,1,4,8,caller,at 12:15,query,frag,echo-reqConfirm,time
amex_16f.xml,1,5,9,agent_A,mhm,none,dm,confirm-acknowledge,none
amex_16f.xml,1,6,10,caller,and once again what time does that leave,query,frag,reqInfo,number-time
amex_16f.xml,1,6,11,caller,10,query,frag,reqInfo,none
amex_16f.xml,1,7,12,agent_A,10:15 a m,stop,frag,answer-state,enum
amex_16f.xml,1,8,13,caller,10:15 a m,stop,frag,echo-refer,enum
amex_16f.xml,1,8,14,caller,does that change uh the cost,query,q-yn,reqInfo,none
amex_16f.xml,1,9,15,agent_A,uh,none,dm,hesitate,none
amex_16f.xml,1,9,16,agent_A,let me take a look,stop,imp,hold,none
amex_16f.xml,1,9,17,agent_A,would they be returning on the same flight,query,q-yn,reqModal,none
amex_16f.xml,1,9,18,agent_A,th... they would be returning on American Airlines number 2 2 5,stop,decl,state,enum-number
amex_16f.xml,1,9,19,agent_A,that was... that was a good time at 5:20,stop,decl,state,time
amex_16f.xml,1,9,20,agent_A,ok,query,dm,reqConfirm,none
amex_16f.xml,1,10,21,caller,mhm,none,dm,confirm-acknowledge,none
amex_16f.xml,1,11,22,agent_A,let's see,stop,dm,init,none
amex_16f.xml,1,11,23,agent_A,ok,none,dm,init,none
amex_16f.xml,1,11,24,agent_A,the fare we were holding at was 258,stop,decl,state,time
amex_16f.xml,1,11,25,agent_A,this would uh increase it by 40 dollars,stop,decl,state,enum
amex_16f.xml,1,11,26,agent_A,so it would be,level,decl,expressOpinion,none
amex_16f.xml,1,11,27,agent_A,oh my,exclam,dm,exclaim,none
amex_16f.xml,1,11,28,agent_A,2 98,stop,frag,refer,none
amex_16f.xml,1,12,29,caller,that's fine,stop,dm,approve,none
amex_16f.xml,1,12,30,caller,you said 2 98 exactly,stop,decl,reqConfirm,enum
amex_16f.xml,1,13,31,caller,2 98,none,frag,confirm-refer,enum
amex_16f.xml,1,13,32,caller,right,none,dm,acknowledge,none
amex_16f.xml,1,14,33,agent_A,right,none,dm,acknowledge,none
amex_16f.xml,1,14,34,agent_A,round trip,stop,frag,elab-refer,none
amex_16f.xml,1,15,35,agent_A,it would not be um it would not be non-refundable,stop,decl,state,none
amex_16f.xml,1,15,36,agent_A,it would be a 25 percent penalty for changes or refunds,stop,decl,state,enum
amex_16f.xml,1,16,37,agent_A,ok,none,dm,acknowledge,none
amex_16f.xml,1,16,38,agent_A,um,none,dm,hesitate,none
amex_16f.xml,1,16,39,agent_A,could you give me the flight number on that then,query,q-yn,direct-reqInfo,number
amex_16f.xml,1,16,40,agent_A,that's Alaska Airlines,query,decl,reqConfirm,district_US
amex_16f.xml,1,17,41,agent_A,Alaska Air flight 1 5 9,stop,frag,confirm-refer,enum-district_US
amex_16f.xml,1,18,42,caller,1 5 9,stop,frag,echo-refer,enum
amex_16f.xml,1,19,43,agent_A,on out of San Jose on the 29th at 10:15 a m,level,frag,refer,location_US-time-enum
amex_16f.xml,1,19,44,agent_A,arrival Seattle at 12:15,stop,frag,refer,location_US-time-arrival
amex_16f.xml,1,20,45,caller,ok,none,dm,acknowledge,none
amex_16f.xml,1,20,46,caller,terrific,stop,dm,approve,none
amex_16f.xml,1,21,47,agent_A,do you want me to book that,query,q-yn,reqDirect,none
amex_16f.xml,1,22,48,caller,yes please,none,yes,direct-accept,none
amex_16f.xml,1,22,49,caller,do,stop,imp,direct,none
amex_16f.xml,1,23,50,agent_A,ok,none,dm,acknowledge,none
amex_16f.xml,1,23,51,agent_A,the,none,frag,refer-abandon,none
amex_16f.xml,1,23,52,agent_A,let me request seating on that one,stop,imp,hold,none
amex_16f.xml,1,23,53,agent_A,and and then we will go ahead and book for the American Airlines,stop,decl,stateIntent,
amex_16f.xml,1,23,54,agent_A,the return flight number 2 2 5,stop,frag,refer,enum-number
amex_16f.xml,1,23,55,agent_A,ok,none,dm,acknowledge,none
amex_16f.xml,1,23,56,agent_A,so,none,dm,init,none
amex_16f.xml,1,23,57,agent_A,we'll keep that the same,query,decl,reqConfirm,none
amex_16f.xml,1,24,58,caller,mhm,none,dm,confirm-acknowledge,none
amex_16f.xml,1,25,59,agent_A,all righty,none,dm,init,none
amex_16f.xml,1,25,60,agent_A,and so do we have final approval,query,q-yn,reqInfo,none
amex_16f.xml,1,25,61,agent_A,or or we're still waiting,query,decl,reqInfo,none
amex_16f.xml,1,25,62,agent_A,and i do have the travel advance,stop,decl,state,none
amex_16f.xml,1,25,63,agent_A,ok,none,dm,acknowledge,none
amex_16f.xml,1,25,64,agent_A,so,none,dm,init,none
amex_16f.xml,1,25,65,agent_A,i'm in,query,decl,reqInfo,none
amex_16f.xml,1,25,66,agent_A,uh let's see,none,dm,init,none
amex_16f.xml,1,25,67,agent_A,whose record am i in right now,query,q-wh,reqInfo,none
amex_16f.xml,1,26,68,caller,pardon,query,dm,pardon,none
amex_16f.xml,1,27,69,agent_A,i'm just checking on whose reservation i was in right now,stop,decl,hold,verify
amex_16f.xml,1,28,70,caller,ok,none,dm,acknowledge,none
amex_16f.xml,1,29,71,agent_A,ok,none,dm,acknowledge,none
amex_16f.xml,1,29,72,agent_A,DDD,none,frag,refer,none
amex_16f.xml,1,29,73,agent_A,i'm in,stop,decl,state,none
amex_16f.xml,1,30,74,caller,ok,none,dm,acknowledge,none
amex_16f.xml,1,31,75,agent_A,,query,frag,reqInfo,none
amex_16f.xml,1,32,76,caller,his number then is,stop,decl,answer-state,number
amex_16f.xml,1,33,77,agent_A,ok,none,dm,acknowledge,none
amex_16f.xml,1,33,78,agent_A,and for EEE,query,frag,reqInfo,none
amex_16f.xml,1,34,79,caller,it's,stop,decl,answer-state,none
amex_16f.xml,1,35,80,agent_A,all right,none,dm,init,none
amex_16f.xml,1,35,81,agent_A,ok,none,dm,acknowledge,none
amex_16f.xml,1,36,82,caller,and i did give you a charge number on that didn't i,query,decl,reqConfirm,number
amex_16f.xml,1,37,83,agent_A,yes,none,yes,confirm-acknowledge,none
amex_16f.xml,1,37,84,agent_A,you did,stop,decl,elab-state,none
amex_16f.xml,1,38,85,agent_A,ok,none,dm,acknowledge,none
amex_16f.xml,1,38,86,agent_A,that's stands the same,stop,decl,state,none
amex_16f.xml,1,39,87,caller,ok,none,dm,acknowledge,none
amex_16f.xml,1,40,88,agent_A,and i think that's it,stop,decl,expressOpinion,none
amex_16f.xml,1,40,89,agent_A,so,none,dm,init,none
amex_16f.xml,1,40,90,agent_A,the tickets would be ready for pickup probably,stop,decl,expressOpinion,none
amex_16f.xml,1,40,91,agent_A,um,none,dm,hesitate,none
amex_16f.xml,1,40,92,agent_A,these will be ready,incomplete,decl,predict-abandon,none
amex_16f.xml,1,40,93,agent_A,well,none,dm,init,none
amex_16f.xml,1,40,94,agent_A,we can run them today now,stop,decl,expressPossibility,day
amex_16f.xml,1,40,95,agent_A,the 25 percent penalty fare,none,decl,refer,enum
amex_16f.xml,1,40,96,agent_A,that will be valid throught the 20th of July,stop,decl,predict,month-date
amex_16f.xml,1,41,97,caller,mhm,none,dm,acknowledge,none
amex_16f.xml,1,42,98,agent_A,if you wanted to wait,level,decl,stateCondition,none
amex_16f.xml,1,42,99,agent_A,it was just the non-refundable had to be issued within 24 hours,stop,decl,state,enum
amex_16f.xml,1,43,100,caller,um,none,dm,hesitate,none
amex_16f.xml,1,43,101,caller,and in order to,query,frag,reqInfo-abandon,none
amex_16f.xml,1,44,102,agent_A,did you want to,query,q-yn,reqDirect,none
amex_16f.xml,1,44,103,agent_A,it would have to be issued within 24 hours,stop,decl,stateConstraint,enum
amex_16f.xml,1,44,104,agent_A,is that correct,query,q-yn,reqConfirm,none
amex_16f.xml,1,44,105,agent_A,for for the non-refundable,none,frag,refer,none
amex_16f.xml,1,44,106,agent_A,that was the one we were holding,stop,decl,state,number
amex_16f.xml,1,45,107,caller,right,none,dm,confirm-direct-acknowledge,none
amex_16f.xml,1,45,108,caller,right,none,dm,acknowledge,none
amex_16f.xml,1,46,109,agent_A,but this but the 2 89 is 25 percent penalty,stop,decl,state,enum
amex_16f.xml,1,46,110,agent_A,uh,none,dm,hesitate,none
amex_16f.xml,1,46,111,agent_A,we do not have to issue it uh within twenty four hours,stop,decl,state,number-duration
amex_16f.xml,1,47,112,caller,that's fine,stop,dm,approve,none
amex_16f.xml,1,48,113,agent_A,through the,incomplete,frag,refer-abandon,none
amex_16f.xml,1,48,114,agent_A,you want to still go ahead and do it today,query,decl,reqInfo,day
amex_16f.xml,1,49,115,caller,um,none,dm,hesitate,none
amex_16f.xml,1,49,116,caller,just ticket it,stop,imp,answer-direct,none
amex_16f.xml,1,49,117,caller,but i mean it's no rush when when we we get it,stop,decl,elab-state,time
amex_16f.xml,1,50,118,agent_A,ok,none,dm,acknowledge,none
amex_16f.xml,1,51,119,caller,ok,none,dm,acknowledge,none
amex_16f.xml,1,52,120,agent_A,all righty,none,dm,init,none
amex_16f.xml,1,52,121,agent_A,thanks a lot,none,frag,thank,none
amex_16f.xml,1,52,122,agent_A,CCC,stop,address,refer,none
amex_16f.xml,1,53,123,caller,thank you,stop,frag,thank,none
amex_16f.xml,1,54,124,agent_A,all righty,none,dm,init,none
amex_16f.xml,1,54,125,agent_A,bye bye,none,frag,bye,none
amex_16f.xml,1,55,126,caller,bye,none,frag,echo-bye,none
amex_13d.xml,2,1,1,agent_A,uh,none,dm,hesitate,none
amex_13d.xml,2,1,2,agent_A,for whom,query,q-wh,reqInfo,none
amex_13d.xml,2,2,3,caller,um,none,dm,hesitate,none
amex_13d.xml,2,2,4,caller,for me,stop,frag,answer-refer,none
amex_13d.xml,2,2,5,caller,i wanted to know how much it would be for a one way ticket to Las Vegas,stop,decl,elab-stateIntent,to-location_US-number
amex_13d.xml,2,3,6,agent_A,to Las Vegas on what date,query,frag,reqInfo,to-location_US-date
amex_13d.xml,2,4,7,caller,on the 13th,stop,frag,answer-refer,none
amex_13d.xml,2,5,8,agent_A,the 13th of June,query,decl,reqInfo,month-date
amex_13d.xml,2,6,9,caller,aha,none,dm,answer-acknowledge,none
amex_13d.xml,2,7,10,agent_A,out of San Francisco,query,frag,reqInfo,location_US
amex_13d.xml,2,8,11,caller,yes,none,yes,answer-acknowledge,none
amex_13d.xml,2,9,12,agent_A,one second,stop,dm,hold,none
amex_13d.xml,2,9,13,agent_A,and that's a Friday,stop,decl,state,day
amex_13d.xml,2,9,14,agent_A,were you looking at leaving after work around 5 p mish or something,query,q-yn,reqInfo,time-enum
amex_13d.xml,2,10,15,caller,um yeah,none,yes,answer-acknowledge,none
amex_13d.xml,2,10,16,caller,whichever's cheaper,stop,decl,elab-state,none
amex_13d.xml,2,11,17,agent_A,ok,none,dm,acknowledge,none
amex_13d.xml,2,11,18,agent_A,one second,none,dm,hold,none
amex_13d.xml,2,11,19,agent_A,are you only going one way or do you have transportation returning,query,q-yn,reqInfo,number
amex_13d.xml,2,12,20,caller,um,none,dm,hesitate,none
amex_13d.xml,2,12,21,caller,i'd like to find out the one the one way and the round trip,none,decl,answer-stateIntent,number
amex_13d.xml,2,13,22,agent_A,ok,stop,dm,acknowledge,none
amex_13d.xml,2,13,23,agent_A,ok uh,none,dm,init,none
amex_13d.xml,2,13,24,agent_A,the lowest one way fare out of San Francisco would be on United at 2 o... 205 dollars one way,stop,decl,state,number-enum-location_US-time-airline
amex_13d.xml,2,13,25,agent_A,that's with a 25 percent penalty,stop,decl,state,enum
amex_13d.xml,2,14,26,caller,mhm,none,dm,acknowledge,none
amex_13d.xml,2,15,27,agent_A,it's pretty expensive i think,stop,decl,expressOpinion,none
amex_13d.xml,2,15,28,agent_A,it's a little better out of San Jose,level,decl,state,location_US
amex_13d.xml,2,15,29,agent_A,let me give you the fare on that,stop,imp,offer,none
amex_13d.xml,2,16,30,caller,ok,none,dm,acknowledge,none
amex_13d.xml,2,17,31,agent_A,ok,none,dm,acknowledge,none
amex_13d.xml,2,17,32,agent_A,the lowest one way fare out of San Jose is pricing out at 165 dollars,stop,decl,state,location_US-number-time-enum
amex_13d.xml,2,18,33,caller,is there um,query,q-yn,reqInfo-abandon,location
amex_13d.xml,2,19,34,agent_A,there's it it's cheaper actually if,incomplete,decl,answer-state-abandon,none
amex_13d.xml,2,19,35,agent_A,it's almost the same price if you go round trip,stop,decl,elab-state,none
amex_13d.xml,2,20,36,caller,round trip,stop,frag,echo-refer,none
amex_13d.xml,2,21,37,agent_A,um,none,dm,hesitate,none
amex_13d.xml,2,21,38,agent_A,for instance i can get you a 158 dollar 25 percent penalty round trip fare out of San Jose,stop,decl,expressPossibility,enum-location_US
amex_13d.xml,2,22,39,caller,yeah,none,yes,acknowledge,none
amex_13d.xml,2,22,40,caller,that sounds good,stop,dm,approve,none
amex_13d.xml,2,23,41,agent_A,uh,none,dm,hesitate,none
amex_13d.xml,2,23,42,agent_A,and San Jose is a little better market for going into Las Vegas than San Francisco is,stop,decl,state,location_US
amex_13d.xml,2,24,43,caller,ok,none,dm,acknowledge,none
amex_13d.xml,2,24,44,caller,and what time would the plane be leaving,query,q-wh,reqInfo,time
amex_13d.xml,2,25,45,agent_A,ok,none,dm,answer-acknowledge,none
amex_13d.xml,2,25,46,agent_A,one second here,stop,dm,hold,none
amex_13d.xml,2,25,47,agent_A,ok,none,dm,acknowledge,none
amex_13d.xml,2,25,48,agent_A,i've got departures now,stop,decl,state,none
amex_13d.xml,2,25,49,agent_A,looking at specific flight times,level,frag,state,time
amex_13d.xml,2,25,50,agent_A,the fares are looking a little more sold out than than what i was quoting you,stop,decl,state,none
amex_13d.xml,2,25,51,agent_A,uh,none,dm,hesitate,none
amex_13d.xml,2,25,52,agent_A,the best one for farewise would be a America West flight at 2:10 p m,stop,decl,state,number-time-enum-airline
amex_13d.xml,2,25,53,agent_A,out of San Jose at 2:10,level,frag,refer,location_US-time
amex_13d.xml,2,25,54,agent_A,into Las Vegas at 3:20,stop,frag,refer,location_US-time
amex_13d.xml,2,26,55,caller,and how much is that one,query,q-wh,reqInfo,number
amex_13d.xml,2,27,56,agent_A,ok,none,dm,answer-acknowledge,none
amex_13d.xml,2,27,57,agent_A,would that just on a one way fare,query,q-yn,reqInfo,number
amex_13d.xml,2,28,58,caller,round trip,stop,frag,answer-refer,none
amex_13d.xml,2,29,59,agent_A,ok,none,dm,acknowledge,none
amex_13d.xml,2,29,60,agent_A,and returning about what date,query,frag,reqInfo,date
amex_13d.xml,2,30,61,caller,um,none,dm,hesitate,none
amex_13d.xml,2,30,62,caller,it would be on the the 5th,stop,decl,answer-state,none
amex_13d.xml,2,31,63,agent_A,the 5th of July,query,decl,reqInfo,month-date
amex_13d.xml,2,32,64,caller,no,none,no,answer-negate,none
amex_13d.xml,2,32,65,caller,the 4th,none,decl,correctSelf,none
amex_13d.xml,2,32,66,caller,i'm sorry,stop,decl,apologise,none
amex_13d.xml,2,32,67,caller,that evening,stop,frag,refer,time
amex_13d.xml,2,33,68,agent_A,the 4th,stop,decl,echo,none
amex_13d.xml,2,33,69,agent_A,ok,none,dm,acknowledge,none
amex_13d.xml,2,33,70,agent_A,the very best fare i can get you is 138 dollars uh on... round trip,none,decl,expressPossibility,enum
amex_13d.xml,2,33,71,agent_A,and that is a non-refundable fare,stop,decl,state,none
amex_13d.xml,2,33,72,agent_A,that's leaving on the 13th at 2:10  p m on America West,level,decl,state,time-enum-airline
amex_13d.xml,2,33,73,agent_A,returning on the 4th at 1:05 p m,stop,frag,state,time-enum
amex_13d.xml,2,33,74,agent_A,if i bring you back at 4:35 p m on America West,level,decl,stateCondition,time-enum-airline
amex_13d.xml,2,33,75,agent_A,i can get you uh a still a non-refundable fare,stop,decl,expressPossibility,none
amex_13d.xml,2,33,76,agent_A,but it would be 153 dollars round trip,stop,decl,state,enum
amex_13d.xml,2,34,77,caller,ok uh,none,dm,acknowledge,none
amex_13d.xml,2,34,78,caller,the 138's good,stop,decl,accept,none
amex_13d.xml,2,35,79,agent_A,138 at 1:05 p m,query,frag,reqConfirm,number-time-enum
amex_13d.xml,2,36,80,caller,aha,none,dm,confirm-acknowledge,none
amex_13d.xml,2,37,81,agent_A,ok,none,dm,acknowledge,none
amex_13d.xml,2,37,82,agent_A,do you want uh me to make those reservations for you,query,q-yn,reqDirect,none
amex_13d.xml,2,38,83,caller,yes please,stop,yes,direct-accept,none
amex_13d.xml,2,39,84,agent_A,ok,none,dm,acknowledge,none
amex_13d.xml,2,39,85,agent_A,we have you on Amer... confirmed on America West flight 8 0 8,stop,decl,state,enum-confirm-airline
amex_13d.xml,2,40,86,caller,aha,none,dm,acknowledge,none
amex_13d.xml,2,41,87,agent_A,and this is on the 13th of June out of San Jose at 2:10 p m,level,decl,state,location_US-time-month-date-enum
amex_13d.xml,2,41,88,agent_A,into Las Vegas at 3:20 p m,stop,frag,refer,location_US-time-enum
amex_13d.xml,2,42,89,caller,3:20,stop,frag,echo-refer,none
amex_13d.xml,2,43,90,agent_A,returning on the 4th of July,stop,frag,state,month-date
amex_13d.xml,2,43,91,agent_A,on America West flight 8 8 5,stop,frag,refer,enum-airline
amex_13d.xml,2,44,92,caller,8 8 5,none,frag,echo-refer,enum
amex_13d.xml,2,45,93,agent_A,leaving Las Vegas at 1:05 p m,none,frag,state,location_US-time-enum
amex_13d.xml,2,45,94,agent_A,and getting back into San Jose at 2:20 p m,stop,frag,state,location_US-time-enum
amex_13d.xml,2,45,95,agent_A,the fare on this is 138 dollars,stop,decl,state,enum
